Time,Protocol,Flag,Family,Clusters,SeedAddress,ExpAddress,BTC,USD,Netflow_Bytes,IPaddress,Threats,Port,Prediction
17,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1050,14,B,DoS,5068,SS
8,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1048,20,B,DoS,5068,SS
58,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1052,23,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1050,29,B,DoS,5068,SS
34,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1054,32,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1052,38,B,DoS,5068,SS
10,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1056,41,B,DoS,5068,SS
12,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1054,47,B,DoS,5068,SS
14,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1058,50,B,DoS,5068,SS
20,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1056,56,B,DoS,5068,SS
23,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1060,59,B,DoS,5068,SS
29,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1058,65,B,DoS,5068,SS
32,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1062,68,B,DoS,5068,SS
38,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1060,74,B,DoS,5068,SS
41,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1064,77,B,DoS,5068,SS
47,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1062,83,B,DoS,5068,SS
50,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,8,1066,86,B,DoS,5068,SS
56,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1064,92,B,DoS,5068,SS
59,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1068,95,B,DoS,5068,SS
60,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1066,101,B,DoS,5068,SS
58,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1070,104,B,DoS,5068,SS
54,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1068,110,B,DoS,5068,SS
52,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1072,113,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1070,119,B,DoS,5068,SS
46,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1074,122,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1072,128,B,DoS,5068,SS
40,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1076,131,B,DoS,5068,SS
36,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1074,137,B,DoS,5068,SS
34,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1078,140,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1076,146,B,DoS,5068,SS
28,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1080,149,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1078,155,B,DoS,5068,SS
22,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1082,158,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1080,164,B,DoS,5068,SS
16,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1084,167,B,DoS,5068,SS
12,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1082,173,B,DoS,5068,SS
14,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1086,176,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1084,182,B,DoS,5068,SS
20,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1088,185,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1086,191,B,DoS,5068,SS
26,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1090,194,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1088,200,B,DoS,5068,SS
32,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1092,203,B,DoS,5068,SS
36,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1090,209,B,DoS,5068,SS
38,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1094,212,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1092,218,B,DoS,5068,SS
44,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1096,221,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1094,227,B,DoS,5068,SS
50,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1098,230,B,DoS,5068,SS
54,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1096,236,B,DoS,5068,SS
56,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1100,239,B,DoS,5068,SS
60,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1098,245,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1104,257,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1102,263,B,DoS,5068,SS
39,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1106,266,B,DoS,5068,SS
33,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1104,272,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1108,275,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1106,281,B,DoS,5068,SS
21,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1110,284,B,DoS,5068,SS
15,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1108,290,B,DoS,5068,SS
12,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1112,293,B,DoS,5068,SS
9,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1110,299,B,DoS,5068,SS
15,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1114,302,B,DoS,5068,SS
12,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1112,308,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1116,311,B,DoS,5068,SS
15,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1114,317,B,DoS,5068,SS
21,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1118,320,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1116,326,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1120,329,B,DoS,5068,SS
21,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1118,335,B,DoS,5068,SS
27,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1122,338,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1120,344,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1124,347,B,DoS,5068,SS
27,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1122,353,B,DoS,5068,SS
33,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1126,356,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1124,362,B,DoS,5068,SS
36,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1128,365,B,DoS,5068,SS
33,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1126,371,B,DoS,5068,SS
39,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1130,374,B,DoS,5068,SS
36,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1128,380,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1132,383,B,DoS,5068,SS
39,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1130,389,B,DoS,5068,SS
45,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1134,392,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1132,398,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1136,401,B,DoS,5068,SS
45,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1134,407,B,DoS,5068,SS
51,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1138,410,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1136,416,B,DoS,5068,SS
54,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1140,419,B,DoS,5068,SS
51,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1138,425,B,DoS,5068,SS
57,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1142,428,B,DoS,5068,SS
54,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1140,434,B,DoS,5068,SS
60,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1144,437,B,DoS,5068,SS
57,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1142,443,B,DoS,5068,SS
60,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1144,452,B,DoS,5068,SS
12,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1152,473,B,DoS,5068,SS
14,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1150,476,B,DoS,5068,SS
16,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1154,479,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1152,482,B,DoS,5068,SS
20,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1156,485,B,DoS,5068,SS
22,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1154,488,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1158,491,B,DoS,5068,SS
26,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1156,494,B,DoS,5068,SS
28,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1160,497,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1158,500,B,DoS,5068,SS
32,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1162,503,B,DoS,5068,SS
34,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1160,506,B,DoS,5068,SS
36,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1164,509,B,DoS,5068,SS
38,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1162,512,B,DoS,5068,SS
40,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1166,515,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1164,518,B,DoS,5068,SS
44,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1168,521,B,DoS,5068,SS
46,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1166,524,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1170,527,B,DoS,5068,SS
50,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1168,530,B,DoS,5068,SS
52,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1172,533,B,DoS,5068,SS
54,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1170,536,B,DoS,5068,SS
56,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1174,539,B,DoS,5068,SS
58,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1172,542,B,DoS,5068,SS
60,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1176,545,B,DoS,5068,SS
10,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1180,557,B,DoS,5068,SS
12,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1178,560,B,DoS,5068,SS
14,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1182,563,B,DoS,5068,SS
16,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1180,566,B,DoS,5068,SS
18,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1184,569,B,DoS,5068,SS
20,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1182,572,B,DoS,5068,SS
22,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1186,575,B,DoS,5068,SS
24,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1184,578,B,DoS,5068,SS
26,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1188,581,B,DoS,5068,SS
28,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1186,584,B,DoS,5068,SS
30,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1190,587,B,DoS,5068,SS
32,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1188,590,B,DoS,5068,SS
34,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1192,593,B,DoS,5068,SS
36,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1190,596,B,DoS,5068,SS
38,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1194,599,B,DoS,5068,SS
40,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1192,602,B,DoS,5068,SS
42,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1196,605,B,DoS,5068,SS
44,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1194,608,B,DoS,5068,SS
46,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1198,611,B,DoS,5068,SS
48,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1196,614,B,DoS,5068,SS
50,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1200,617,B,DoS,5068,SS
52,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1198,620,B,DoS,5068,SS
54,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1202,623,B,DoS,5068,SS
56,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1200,626,B,DoS,5068,SS
58,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1204,629,B,DoS,5068,SS
60,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1202,632,B,DoS,5068,SS
17,TCP,APSF,Locky,1,1DA11mPS,1BonuSr7,12,1206,644,B,DoS,5068,SS
